station_name,station_id,wrcc_id,latitude,longitude,elevation,observation_time,observation_time_lst,display_hour,display_hour_lst,nfdr_date,nfdr_time,nfdr_type,fuel_model,fuel_model_version,kbdi,one_hr_tl_fuel_moisture,ten_hr_tl_fuel_moisture,hun_hr_tl_fuel_moisture,thou_hr_tl_fuel_moisture,ignition_component,spread_component,energy_release_component,burning_index,herbaceous_lfi_fuel_moisture,woody_lfi_fuel_moisture,gsi,quality_code
PAYSON,20602,APAY,34.24614,-111.2935,5064,2026-08-23T04:11:04.000Z,2026-08-22T21:11:00.000-07:00,2026-08-23T04:00:00.000Z,2026-08-22T21:00:00.000-07:00,2026-08-22,21,O,W,4,379,19.81,23.15,10.5,12.22,0.0,0.0,0.0,0.0,30.0,60.0,0.12,0
PLEASANT VALLEY,20603,APLE,34.08858,-110.94225,5232,2026-08-23T04:00:34.000Z,2026-08-22T21:00:00.000-07:00,2026-08-23T04:00:00.000Z,2026-08-22T21:00:00.000-07:00,2026-08-22,21,O,W,4,295,10.56,8.81,13.1,14.35,6.94,7.76,4.5,15.43,30.0,60.0,0.13,0
TONTO BASIN,20606,ATON,33.86861,-111.31333,2414,2026-08-23T04:11:14.000Z,2026-08-22T21:11:00.000-07:00,2026-08-23T04:00:00.000Z,2026-08-22T21:00:00.000-07:00,2026-08-22,21,O,W,4,597,5.96,5.33,8.83,9.93,23.74,14.63,9.61,29.28,30.0,60.0,0.0,0
SAN CARLOS #1,20608,ASCA,33.37165,-110.45683,2830,2026-08-23T04:14:24.000Z,2026-08-22T21:14:00.000-07:00,2026-08-23T04:00:00.000Z,2026-08-22T21:00:00.000-07:00,2026-08-22,21,O,W,4,606,5.55,4.96,8.11,9.39,28.18,17.89,10.1,32.87,30.0,60.0,0.01,0
HILLTOP,20609,AHIL,33.61119,-110.41461,5732,2026-08-23T03:32:54.000Z,2026-08-22T20:32:00.000-07:00,2026-08-23T04:00:00.000Z,2026-08-22T21:00:00.000-07:00,2026-08-22,21,O,W,4,79,8.85,8.1,13.93,15.78,13.81,15.68,6.26,24.82,30.0,60.0,0.27,0
RED LAKE,20610,ARED,34.18133,-110.78919,6524,2026-08-23T03:59:34.000Z,2026-08-22T20:59:00.000-07:00,2026-08-23T04:00:00.000Z,2026-08-22T21:00:00.000-07:00,2026-08-22,21,O,W,4,89,18.6,20.68,18.06,18.7,0.0,0.0,0.0,0.0,52.52,74.33,0.37,0
SHADOW RIM,20611,ASHA,34.40586,-111.28319,5660,2026-08-23T04:09:14.000Z,2026-08-22T21:09:00.000-07:00,2026-08-23T04:00:00.000Z,2026-08-22T21:00:00.000-07:00,2026-08-22,21,O,W,4,441,19.83,22.7,14.49,15.56,0.0,0.0,0.0,0.0,30.0,60.0,0.18,0
PINE,20612,APNE,34.37181,-111.4555,5313,2026-08-23T04:22:24.000Z,2026-08-22T21:22:00.000-07:00,2026-08-23T04:00:00.000Z,2026-08-22T21:00:00.000-07:00,2026-08-22,21,O,W,4,457,17.25,22.84,11.71,13.11,0.0,0.0,0.0,0.0,30.0,60.0,0.16,0
HORSE CAMP CANYON,20903,AHOR,32.93656,-110.4935,4014,2026-08-23T04:02:55.000Z,2026-08-22T21:02:00.000-07:00,2026-08-23T04:00:00.000Z,2026-08-22T21:00:00.000-07:00,2026-08-22,21,O,W,4,572,13.23,11.13,8.99,10.53,2.75,3.32,1.2,5.67,30.0,60.0,0.06,0
CASA GRANDE,20906,ACSG,32.99177,-111.53264,1412,2026-08-23T04:22:34.000Z,2026-08-22T21:22:00.000-07:00,2026-08-23T04:00:00.000Z,2026-08-22T21:00:00.000-07:00,2026-08-22,21,O,W,4,684,4.85,4.97,9.79,11.24,56.81,55.17,10.75,56.77,30.0,60.0,0.0,0
COLUMBINE,21005,ACOL,32.70389,-109.91389,9521,2026-08-23T04:02:04.000Z,2026-08-22T21:02:00.000-07:00,2026-08-23T04:00:00.000Z,2026-08-22T21:00:00.000-07:00,2026-08-22,21,O,W,4,34,13.71,9.55,15.56,17.96,0.45,0.16,0.69,1.1,240.83,194.16,0.97,0
MULESHOE RANCH,21007,AMUL,32.40383,-110.272,4475,2026-08-23T04:03:05.000Z,2026-08-22T21:03:00.000-07:00,2026-08-23T04:00:00.000Z,2026-08-22T21:00:00.000-07:00,2026-08-22,21,O,W,4,367,13.59,17.07,10.45,12.34,1.35,1.0,0.16,1.28,30.0,60.0,0.11,0
BLACK HILLS,21008,ABLA,33.08203,-109.95119,3262,2026-08-23T03:53:35.000Z,2026-08-22T20:53:00.000-07:00,2026-08-23T04:00:00.000Z,2026-08-22T21:00:00.000-07:00,2026-08-22,21,O,W,4,661,23.37,10.1,7.34,9.04,0.0,0.0,0.0,0.0,30.0,60.0,0.03,0
DRY LAKE,21009,ADRL,33.35982,-109.83306,7405,2026-08-23T04:27:34.000Z,2026-08-22T21:27:00.000-07:00,2026-08-23T04:00:00.000Z,2026-08-22T21:00:00.000-07:00,2026-08-22,21,O,W,4,382,9.89,7.66,10.62,13.02,7.36,7.26,4.84,15.47,46.91,70.76,0.35,0
NOON CREEK,21010,ANOO,32.66778,-109.78806,4925,2026-08-23T03:37:04.000Z,2026-08-22T20:37:00.000-07:00,2026-08-23T04:00:00.000Z,2026-08-22T21:00:00.000-07:00,2026-08-22,21,O,W,4,458,7.86,5.62,8.59,10.56,15.81,13.64,7.84,25.83,30.0,60.0,0.1,0
GUTHRIE,21104,AGUT,32.88203,-109.30931,6324,2026-08-23T04:03:45.000Z,2026-08-22T21:03:00.000-07:00,2026-08-23T04:00:00.000Z,2026-08-22T21:00:00.000-07:00,2026-08-22,21,O,W,4,401,7.29,6.13,8.66,10.61,35.75,58.9,8.18,51.6,30.0,60.0,0.23,0
TRAIL CABIN,21105,ATRA,33.26478,-109.36789,6250,2026-08-23T03:35:39.000Z,2026-08-22T20:35:00.000-07:00,2026-08-23T04:00:00.000Z,2026-08-22T21:00:00.000-07:00,2026-08-22,21,O,W,4,414,13.66,12.26,10.49,12.25,1.46,1.33,0.87,3.22,30.0,60.0,0.16,0
STRAY HORSE,21106,ASTH,33.55253,-109.31719,7956,2026-08-23T04:19:04.000Z,2026-08-22T21:19:00.000-07:00,2026-08-23T04:00:00.000Z,2026-08-22T21:00:00.000-07:00,2026-08-22,21,O,W,4,110,9.51,8.62,11.01,12.56,4.29,2.15,2.23,6.19,128.49,122.68,0.61,0
SAGUARO,21202,ASAG,32.31111,-110.81861,2758,2026-08-23T04:08:04.000Z,2026-08-22T21:08:00.000-07:00,2026-08-23T04:00:00.000Z,2026-08-22T21:00:00.000-07:00,2026-08-22,21,O,W,4,424,6.47,6.36,10.9,11.9,17.21,9.28,8.81,22.82,30.0,60.0,0.01,0
EMPIRE,21205,AEMP,31.78347,-110.64325,4650,2026-08-23T03:53:55.000Z,2026-08-22T20:53:00.000-07:00,2026-08-23T04:00:00.000Z,2026-08-22T21:00:00.000-07:00,2026-08-22,21,O,W,4,278,7.56,7.18,12.77,14.83,11.71,6.94,7.62,18.68,30.0,60.0,0.17,0
SASABE,21206,ASAS,31.69169,-111.44811,3500,2026-08-23T04:05:44.000Z,2026-08-22T21:05:00.000-07:00,2026-08-23T04:00:00.000Z,2026-08-22T21:00:00.000-07:00,2026-08-22,21,O,W,4,624,14.16,17.67,14.42,14.49,1.04,0.79,0.0,0.0,30.0,60.0,0.05,0
RINCON,21207,ARIN,32.20639,-110.54861,8209,2026-08-23T03:37:35.000Z,2026-08-22T20:37:00.000-07:00,2026-08-23T04:00:00.000Z,2026-08-22T21:00:00.000-07:00,2026-08-22,21,O,W,4,14,10.39,8.42,11.87,14.51,2.59,1.12,1.56,3.89,192.08,163.14,0.82,0
SCOUT CAMP,21208,ASOL,32.39806,-110.725,7554,2026-08-23T03:37:14.000Z,2026-08-22T20:37:00.000-07:00,2026-08-23T04:00:00.000Z,2026-08-22T21:00:00.000-07:00,2026-08-22,21,O,W,4,84,34.21,6.49,9.92,12.66,0.0,0.0,0.0,0.0,151.69,137.44,0.69,0
SELLS,21209,ASES,31.91014,-111.89743,2262,2026-08-23T04:14:14.000Z,2026-08-22T21:14:00.000-07:00,2026-08-23T04:00:00.000Z,2026-08-22T21:00:00.000-07:00,2026-08-22,21,O,W,4,508,6.34,5.48,9.53,11.49,28.29,23.79,9.21,35.92,30.0,60.0,0.02,0
HOPKINS,21302,AHPK,31.67528,-110.88,7120,2026-08-23T04:19:24.000Z,2026-08-22T21:19:00.000-07:00,2026-08-23T04:00:00.000Z,2026-08-22T21:00:00.000-07:00,2026-08-22,21,O,W,4,481,10.6,18.27,10.29,12.23,15.35,40.14,1.93,22.27,30.0,60.0,0.28,0
CANELO,21303,ACNL,31.54972,-110.51917,4629,2026-08-23T04:08:54.000Z,2026-08-22T21:08:00.000-07:00,2026-08-23T04:00:00.000Z,2026-08-22T21:00:00.000-07:00,2026-08-22,21,O,W,4,116,34.71,14.73,13.38,14.95,0.0,0.0,0.0,0.0,30.0,60.0,0.27,0
HEADQUARTERS,21409,ACHR,32.00611,-109.35694,5400,2026-08-23T03:37:05.000Z,2026-08-22T20:37:00.000-07:00,2026-08-23T04:00:00.000Z,2026-08-22T21:00:00.000-07:00,2026-08-22,21,O,W,4,464,6.62,6.54,10.91,12.46,12.41,5.56,8.62,17.86,30.0,60.0,0.15,0
CARR,21411,ACAA,31.44111,-110.28611,5400,2026-08-23T04:19:14.000Z,2026-08-22T21:19:00.000-07:00,2026-08-23T04:00:00.000Z,2026-08-22T21:00:00.000-07:00,2026-08-22,21,O,W,4,75,13.77,11.88,10.06,12.86,1.25,0.96,0.89,2.8,31.38,60.88,0.3,0
RUCKER,21414,ARUC,31.76111,-109.34861,5700,2026-08-23T03:57:04.000Z,2026-08-22T20:57:00.000-07:00,2026-08-23T04:00:00.000Z,2026-08-22T21:00:00.000-07:00,2026-08-22,21,O,W,4,49,18.19,23.56,11.57,14.51,0.0,0.0,0.0,0.0,62.89,80.93,0.4,0
SMITH PEAK,21501,ASMI,34.11486,-113.34733,2386,2026-08-23T03:53:05.000Z,2026-08-22T20:53:00.000-07:00,2026-08-23T04:00:00.000Z,2026-08-22T21:00:00.000-07:00,2026-08-22,21,O,W,4,654,4.01,3.66,6.69,8.28,28.11,10.45,12.08,27.87,30.0,60.0,0.02,0
OATMAN,21502,AOAT,33.04994,-113.13867,1715,2026-08-23T03:52:35.000Z,2026-08-22T20:52:00.000-07:00,2026-08-23T04:00:00.000Z,2026-08-22T21:00:00.000-07:00,2026-08-22,21,O,W,4,634,3.4,3.75,6.95,8.12,47.8,23.71,12.66,41.51,30.0,60.0,0.0,0
AHAKHAV PRESERVE,21503,AAHA,34.13222,-114.32917,363,2026-08-23T04:26:44.000Z,2026-08-22T21:26:00.000-07:00,2026-08-23T04:00:00.000Z,2026-08-22T21:00:00.000-07:00,2026-08-22,21,O,W,4,745,6.72,4.82,9.24,10.46,18.81,11.6,9.1,25.67,30.0,60.0,0.0,0
BELMONT,21504,ABEL,33.67411,-112.92281,1813,2026-08-23T04:01:45.000Z,2026-08-22T21:01:00.000-07:00,2026-08-23T04:00:00.000Z,2026-08-22T21:00:00.000-07:00,2026-08-22,21,O,W,4,690,3.52,3.6,6.71,8.62,35.15,13.51,12.6,31.97,30.0,60.0,0.01,0
GOLDFIELD,21505,AGOL,33.55531,-111.6145,1367,2026-08-23T04:23:14.000Z,2026-08-22T21:23:00.000-07:00,2026-08-23T04:00:00.000Z,2026-08-22T21:00:00.000-07:00,2026-08-22,21,O,W,4,680,4.42,4.63,9.69,10.83,53.67,42.34,11.28,51.41,30.0,60.0,0.0,0
WASHINGTON PASS,290101,XWAS,36.0765,-108.8615,9384,2026-08-23T03:41:14.000Z,2026-08-22T20:41:00.000-07:00,2026-08-23T04:00:00.000Z,2026-08-22T21:00:00.000-07:00,2026-08-22,21,O,W,4,248,27.61,19.1,11.81,13.26,0.0,0.0,0.0,0.0,109.52,110.6,0.55,0
ALBINO CANYON,290102,XALB,36.97661,-107.62892,7173,2026-08-23T04:26:05.000Z,2026-08-22T21:26:00.000-07:00,2026-08-23T04:00:00.000Z,2026-08-22T21:00:00.000-07:00,2026-08-22,21,O,W,4,481,15.66,15.72,8.95,9.86,0.0,0.0,0.0,0.0,30.0,60.0,0.03,0
STONE LAKE,290201,XSTO,36.73161,-106.86581,7436,2026-08-23T03:33:34.000Z,2026-08-22T20:33:00.000-07:00,2026-08-23T04:00:00.000Z,2026-08-22T21:00:00.000-07:00,2026-08-22,21,O,W,4,484,12.82,8.91,11.81,12.12,2.43,2.86,1.76,6.33,30.0,60.0,0.06,0
COYOTE,290202,XCOY,36.07333,-106.65739,8704,2026-08-23T03:48:54.000Z,2026-08-22T20:48:00.000-07:00,2026-08-23T04:00:00.000Z,2026-08-22T21:00:00.000-07:00,2026-08-22,21,O,W,4,247,13.7,20.71,15.72,14.02,1.15,1.02,0.0,0.0,42.57,68.0,0.34,0
DEADMAN PEAK,290203,XDEA,36.4229,-106.772,8389,2026-08-23T04:07:54.000Z,2026-08-22T21:07:00.000-07:00,2026-08-23T04:00:00.000Z,2026-08-22T21:00:00.000-07:00,2026-08-22,21,O,W,4,489,13.98,15.17,10.79,11.82,1.06,1.01,0.31,1.77,30.0,60.0,0.01,0
JARITA MESA,290204,XJAR,36.55597,-106.10306,8864,2026-08-23T04:16:04.000Z,2026-08-22T21:16:00.000-07:00,2026-08-23T04:00:00.000Z,2026-08-22T21:00:00.000-07:00,2026-08-22,21,O,W,4,194,11.32,9.3,12.36,13.06,7.12,13.47,3.57,17.88,30.0,60.0,0.29,0
DULCE #2,290205,XDUL,36.93519,-107.00011,6805,2026-08-23T04:28:24.000Z,2026-08-22T21:28:00.000-07:00,2026-08-23T04:00:00.000Z,2026-08-22T21:00:00.000-07:00,2026-08-22,21,O,W,4,404,35.0,28.25,12.36,12.89,0.0,0.0,0.0,0.0,30.0,60.0,0.05,0
TRUCHAS,290210,XTRU,36.059,-105.7695,8353,2026-08-23T04:11:14.000Z,2026-08-22T21:11:00.000-07:00,2026-08-23T04:00:00.000Z,2026-08-22T21:00:00.000-07:00,2026-08-22,21,O,W,4,246,13.31,12.8,15.08,14.59,1.85,2.04,0.9,3.99,30.0,60.0,0.16,0
BLACK MESA,290305,XBLM,36.03708,-106.04964,5762,2026-08-23T03:34:24.000Z,2026-08-22T20:34:00.000-07:00,2026-08-23T04:00:00.000Z,2026-08-22T21:00:00.000-07:00,2026-08-22,21,O,W,4,610,7.65,7.08,11.14,11.51,20.58,22.6,7.58,32.06,30.0,60.0,0.0,0
WILD RIVERS,290307,XWDR,36.69469,-105.66872,7530,2026-08-23T03:49:55.000Z,2026-08-22T20:49:00.000-07:00,2026-08-23T04:00:00.000Z,2026-08-22T21:00:00.000-07:00,2026-08-22,21,O,W,4,518,11.93,9.5,13.07,13.72,7.08,16.57,2.81,17.62,30.0,60.0,0.0,0
CIMARRON,290401,XCIM,36.60611,-105.12028,8806,2026-08-23T04:09:54.000Z,2026-08-22T21:09:00.000-07:00,2026-08-23T04:00:00.000Z,2026-08-22T21:00:00.000-07:00,2026-08-22,21,O,W,4,217,11.44,9.24,13.38,14.95,2.39,1.57,1.64,4.65,119.49,116.95,0.58,0
ZUNI BUTTES,290603,XZUB,35.13919,-108.94131,6649,2026-08-23T03:42:54.000Z,2026-08-22T20:42:00.000-07:00,2026-08-23T04:00:00.000Z,2026-08-22T21:00:00.000-07:00,2026-08-22,21,O,W,4,222,17.47,23.03,12.56,13.47,0.0,0.0,0.0,0.0,30.0,60.0,0.07,0
JEMEZ,290702,XJEM,35.84114,-106.61969,8248,2026-08-23T04:08:44.000Z,2026-08-22T21:08:00.000-07:00,2026-08-23T04:00:00.000Z,2026-08-22T21:00:00.000-07:00,2026-08-22,21,O,W,4,311,25.61,21.9,13.84,14.02,0.0,0.0,0.0,0.0,30.0,60.0,0.24,0
CUBA,290705,XCUB,35.942,-107.07739,6890,2026-08-23T03:41:05.000Z,2026-08-22T20:41:00.000-07:00,2026-08-23T04:00:00.000Z,2026-08-22T21:00:00.000-07:00,2026-08-22,21,O,W,4,471,12.23,8.64,11.93,12.99,4.59,7.6,2.69,12.07,30.0,60.0,0.07,0
SANDIA LAKES,290706,XSLK,35.22967,-106.59061,5027,2026-08-23T03:42:44.000Z,2026-08-22T20:42:00.000-07:00,2026-08-23T04:00:00.000Z,2026-08-22T21:00:00.000-07:00,2026-08-22,21,O,W,4,676,24.57,24.02,11.18,11.05,0.0,0.0,0.0,0.0,30.0,60.0,0.0,0
TOWER,290801,XTOW,35.77899,-106.26611,6529,2026-08-23T04:08:24.000Z,2026-08-22T21:08:00.000-07:00,2026-08-23T04:00:00.000Z,2026-08-22T21:00:00.000-07:00,2026-08-22,21,O,W,4,529,9.74,6.68,10.84,11.24,7.27,6.36,5.87,15.91,30.0,60.0,0.02,0
SANTA FE WATERSHED,290901,XSFW,35.68686,-105.86031,7749,2026-08-23T03:53:04.000Z,2026-08-22T20:53:00.000-07:00,2026-08-23T04:00:00.000Z,2026-08-22T21:00:00.000-07:00,2026-08-22,21,O,W,4,367,28.17,13.76,14.21,14.14,0.0,0.0,0.0,0.0,30.0,60.0,0.2,0
BARTLEY,291002,XBAR,35.90875,-105.38769,9192,2026-08-23T04:04:14.000Z,2026-08-22T21:04:00.000-07:00,2026-08-23T04:00:00.000Z,2026-08-22T21:00:00.000-07:00,2026-08-22,21,O,W,4,130,11.34,15.25,13.51,13.84,2.25,1.32,0.82,3.13,110.18,111.03,0.56,0
MILLS CANYON,291101,XMIL,36.05453,-104.32511,5881,2026-08-23T04:05:54.000Z,2026-08-22T21:05:00.000-07:00,2026-08-23T04:00:00.000Z,2026-08-22T21:00:00.000-07:00,2026-08-22,21,O,W,4,537,12.84,11.35,10.01,12.23,3.5,4.59,1.3,6.85,30.0,60.0,0.09,0
PECOS,291202,XPEC,35.54558,-105.49439,8229,2026-08-23T04:14:04.000Z,2026-08-22T21:14:00.000-07:00,2026-08-23T04:00:00.000Z,2026-08-22T21:00:00.000-07:00,2026-08-22,21,O,W,4,79,14.18,20.38,12.42,12.72,1.13,1.21,0.0,0.0,47.65,71.23,0.36,0
BRUSHY MOUNTAIN,291301,XBRU,34.72,-107.8484,8789,2026-08-23T03:49:44.000Z,2026-08-22T20:49:00.000-07:00,2026-08-23T04:00:00.000Z,2026-08-22T21:00:00.000-07:00,2026-08-22,21,O,W,4,209,13.4,18.5,13.17,14.43,2.23,3.46,0.0,0.0,65.09,82.33,0.41,0
GRANTS,291302,XGRA,35.24278,-107.66528,8620,2026-08-23T04:16:24.000Z,2026-08-22T21:16:00.000-07:00,2026-08-23T04:00:00.000Z,2026-08-22T21:00:00.000-07:00,2026-08-22,21,O,W,4,124,13.81,11.65,15.0,15.16,0.87,0.62,0.79,2.17,81.44,92.73,0.46,0
OAK FLATS,291402,XOAK,35.00614,-106.31583,7675,2026-08-23T04:04:04.000Z,2026-08-22T21:04:00.000-07:00,2026-08-23T04:00:00.000Z,2026-08-22T21:00:00.000-07:00,2026-08-22,21,O,W,4,450,12.95,8.05,12.06,13.02,2.25,2.65,1.84,6.24,30.0,60.0,0.15,0
SANDIA LAB,291408,XSLB,35.00406,-106.41148,6321,2026-08-23T03:53:34.000Z,2026-08-22T20:53:00.000-07:00,2026-08-23T04:00:00.000Z,2026-08-22T21:00:00.000-07:00,2026-08-22,21,O,W,4,258,10.88,7.17,10.03,10.65,12.82,31.71,4.64,29.91,30.0,60.0,0.11,0
MOUNTAINAIR,291501,XMOU,34.52081,-106.26269,6593,2026-08-23T04:05:54.000Z,2026-08-22T21:05:00.000-07:00,2026-08-23T04:00:00.000Z,2026-08-22T21:00:00.000-07:00,2026-08-22,21,O,W,4,468,25.55,16.73,11.74,12.96,0.0,0.0,0.0,0.0,30.0,60.0,0.08,0
MELROSE RANGE,291901,XMEL,34.28422,-103.71497,4263,2026-08-23T04:14:11.000Z,2026-08-22T21:14:00.000-07:00,2026-08-23T04:00:00.000Z,2026-08-22T21:00:00.000-07:00,2026-08-22,21,O,W,4,651,6.76,5.6,9.48,10.15,40.98,64.85,8.81,55.81,30.0,60.0,0.0,0
BEAVERHEAD,292001,XBEA,33.42353,-108.11019,6750,2026-08-23T04:08:14.000Z,2026-08-22T21:08:00.000-07:00,2026-08-23T04:00:00.000Z,2026-08-22T21:00:00.000-07:00,2026-08-22,21,O,W,4,177,16.25,15.42,17.0,17.45,0.0,0.0,0.0,0.0,30.0,60.0,0.23,0
LUNA,292004,XLUN,33.82289,-108.94311,7088,2026-08-23T04:07:14.000Z,2026-08-22T21:07:00.000-07:00,2026-08-23T04:00:00.000Z,2026-08-22T21:00:00.000-07:00,2026-08-22,21,O,W,4,259,17.89,14.7,18.14,18.08,0.0,0.0,0.0,0.0,30.0,60.0,0.29,0
RESERVE,292005,XRES,33.71489,-108.777,5846,2026-08-23T04:08:14.000Z,2026-08-22T21:08:00.000-07:00,2026-08-23T04:00:00.000Z,2026-08-22T21:00:00.000-07:00,2026-08-22,21,O,W,4,454,16.56,14.08,16.66,16.43,0.0,0.0,0.0,0.0,30.0,60.0,0.1,0
SLAUGHTER,292008,XSLA,34.06056,-108.44472,8680,2026-08-23T04:12:54.000Z,2026-08-22T21:12:00.000-07:00,2026-08-23T04:00:00.000Z,2026-08-22T21:00:00.000-07:00,2026-08-22,21,O,W,4,20,15.22,18.06,14.92,16.11,0.0,0.0,0.0,0.0,137.54,128.44,0.64,0
PELONA MOUNTAIN,292009,XPEL,33.69375,-108.06161,7955,2026-08-23T03:38:25.000Z,2026-08-22T20:38:00.000-07:00,2026-08-23T04:00:00.000Z,2026-08-22T21:00:00.000-07:00,2026-08-22,21,O,W,4,235,10.86,8.55,11.81,13.78,4.26,3.81,2.22,8.03,77.68,90.34,0.45,0
GILA CENTER RAWS,292011,XGIL,33.22375,-108.24031,5767,2026-08-23T04:13:04.000Z,2026-08-22T21:13:00.000-07:00,2026-08-23T04:00:00.000Z,2026-08-22T21:00:00.000-07:00,2026-08-22,21,O,W,4,270,17.06,17.17,14.9,16.2,0.0,0.0,0.0,0.0,30.0,60.0,0.11,0
DATIL,292012,XDAT,34.29256,-107.768,8431,2026-08-23T04:11:04.000Z,2026-08-22T21:11:00.000-07:00,2026-08-23T04:00:00.000Z,2026-08-22T21:00:00.000-07:00,2026-08-22,21,O,W,4,176,12.42,10.53,13.79,14.66,2.97,3.72,1.31,6.24,89.82,98.07,0.49,0
MOGOLLON,292013,XMOG,33.39064,-108.80819,7602,2026-08-23T04:13:15.000Z,2026-08-22T21:13:00.000-07:00,2026-08-23T04:00:00.000Z,2026-08-22T21:00:00.000-07:00,2026-08-22,21,O,W,4,159,12.13,16.41,11.24,12.82,2.67,2.38,0.66,3.7,54.78,75.77,0.38,0
CHUPADERA,292102,XCHU,33.77294,-106.0985,5580,2026-08-23T03:39:45.000Z,2026-08-22T20:39:00.000-07:00,2026-08-23T04:00:00.000Z,2026-08-22T21:00:00.000-07:00,2026-08-22,21,O,W,4,515,5.94,6.58,10.29,10.94,39.3,43.58,9.2,47.42,30.0,60.0,0.01,0
BOSQUE,292103,XBOS,33.82064,-106.88169,4523,2026-08-23T03:50:24.000Z,2026-08-22T20:50:00.000-07:00,2026-08-23T04:00:00.000Z,2026-08-22T21:00:00.000-07:00,2026-08-22,21,O,W,4,668,24.34,24.53,11.28,11.93,0.0,0.0,0.0,0.0,30.0,60.0,0.0,0
MAGDALENA,292104,XMAG,33.85061,-107.539,8495,2026-08-23T04:03:54.000Z,2026-08-22T21:03:00.000-07:00,2026-08-23T04:00:00.000Z,2026-08-22T21:00:00.000-07:00,2026-08-22,21,O,W,4,55,11.72,9.07,12.23,14.13,1.76,0.95,1.61,3.66,115.27,114.26,0.57,0
SEVILLETA,292105,XSEV,34.35844,-106.6895,5246,2026-08-23T04:11:44.000Z,2026-08-22T21:11:00.000-07:00,2026-08-23T04:00:00.000Z,2026-08-22T21:00:00.000-07:00,2026-08-22,21,O,W,4,555,10.82,16.27,11.5,11.62,6.39,7.21,2.22,10.78,30.0,60.0,0.0,0
SMOKEY BEAR,292203,XSMO,33.35019,-105.686,7194,2026-08-23T04:00:04.000Z,2026-08-22T21:00:00.000-07:00,2026-08-23T04:00:00.000Z,2026-08-22T21:00:00.000-07:00,2026-08-22,21,O,W,4,95,9.45,8.68,14.61,16.51,7.53,6.41,5.57,15.59,30.0,60.0,0.28,0
EIGHT MILE DRAW,292301,XEIG,33.65064,-104.32139,3626,2026-08-23T03:37:25.000Z,2026-08-22T20:37:00.000-07:00,2026-08-23T04:00:00.000Z,2026-08-22T21:00:00.000-07:00,2026-08-22,21,O,W,4,603,4.97,5.41,8.51,9.22,43.74,36.9,10.47,46.63,30.0,60.0,0.0,0
DUNKEN,292302,XDUN,32.82467,-105.18261,5431,2026-08-23T03:36:15.000Z,2026-08-22T20:36:00.000-07:00,2026-08-23T04:00:00.000Z,2026-08-22T21:00:00.000-07:00,2026-08-22,21,O,W,4,484,5.45,5.64,8.72,9.77,29.23,21.18,9.96,35.29,30.0,60.0,0.02,0
BURRO MOUNTAIN,292504,XBUR,32.67203,-108.53969,6995,2026-08-23T03:59:44.000Z,2026-08-22T20:59:00.000-07:00,2026-08-23T04:00:00.000Z,2026-08-22T21:00:00.000-07:00,2026-08-22,21,O,W,4,286,8.79,6.63,9.59,11.73,12.5,13.13,6.73,23.65,30.0,60.0,0.21,0
HACHITA VALLEY,292702,XHAC,31.702,-108.34169,4290,2026-08-23T03:40:54.000Z,2026-08-22T20:40:00.000-07:00,2026-08-23T04:00:00.000Z,2026-08-22T21:00:00.000-07:00,2026-08-22,21,O,W,4,588,5.11,4.79,7.93,10.32,24.1,12.36,10.57,28.31,30.0,60.0,0.04,0
MCGREGGOR RANGE,292901,XMCG,32.43133,-105.62181,4832,2026-08-23T03:37:35.000Z,2026-08-22T20:37:00.000-07:00,2026-08-23T04:00:00.000Z,2026-08-22T21:00:00.000-07:00,2026-08-22,21,O,W,4,595,5.09,4.9,7.71,9.72,28.9,18.25,10.55,33.84,30.0,60.0,0.01,0
DRIPPING SPRINGS,292903,XDRI,32.32225,-106.58661,5814,2026-08-23T04:26:15.000Z,2026-08-22T21:26:00.000-07:00,2026-08-23T04:00:00.000Z,2026-08-22T21:00:00.000-07:00,2026-08-22,21,O,W,4,444,4.62,4.77,7.46,9.69,55.94,55.82,11.04,57.79,30.0,60.0,0.12,0
SAN ANDRES,292904,XSAA,32.58008,-106.52719,6137,2026-08-23T04:01:54.000Z,2026-08-22T21:01:00.000-07:00,2026-08-23T04:00:00.000Z,2026-08-22T21:00:00.000-07:00,2026-08-22,21,O,W,4,489,5.02,5.04,7.81,9.93,32.08,21.62,10.56,36.6,30.0,60.0,0.09,0
MAYHILL,293002,XMAY,32.90947,-105.46981,6599,2026-08-23T04:01:54.000Z,2026-08-22T21:01:00.000-07:00,2026-08-23T04:00:00.000Z,2026-08-22T21:00:00.000-07:00,2026-08-22,21,O,W,4,462,7.78,7.19,12.15,14.23,13.34,11.1,7.44,22.93,30.0,60.0,0.14,0
MESCAL,293003,XMES,33.15803,-105.76881,6227,2026-08-23T03:41:24.000Z,2026-08-22T20:41:00.000-07:00,2026-08-23T04:00:00.000Z,2026-08-22T21:00:00.000-07:00,2026-08-22,21,O,W,4,210,9.65,8.18,14.06,16.49,14.63,25.79,5.27,28.83,37.64,64.86,0.32,0
COSMIC,293004,XCOS,32.77925,-105.81989,9172,2026-08-23T04:15:24.000Z,2026-08-22T21:15:00.000-07:00,2026-08-23T04:00:00.000Z,2026-08-22T21:00:00.000-07:00,2026-08-22,21,O,W,4,65,8.54,9.01,12.89,14.31,4.39,1.61,1.75,4.85,203.17,170.2,0.85,0
