station_id,station_name,summary_date,nfdr_type,fuel_model,kbdi,gsi,ignition_component_max,ignition_component_max_time,spread_component_max,spread_component_max_time,energy_release_component_max,energy_release_component_max_time,burning_index_max,burning_index_max_time,one_hr_tl_fuel_moisture_min,one_hr_tl_fuel_moisture_min_time,ten_hr_tl_fuel_moisture_min,ten_hr_tl_fuel_moisture_min_time,hun_hr_tl_fuel_moisture_min,hun_hr_tl_fuel_moisture_min_time,thou_hr_tl_fuel_moisture_min,thou_hr_tl_fuel_moisture_min_time,herbaceous_lfi_fuel_moisture,woody_lfi_fuel_moisture,latitude,longitude,elevation
292009,PELONA MOUNTAIN,8/22/2026,F,Z,239,0.45,33.5,,11.94,,86.47,,73.09,,5.57,,8.47,,11.45,,13.26,,76.27,89.44,33.69375,-108.06161,7955
20207,TUSAYAN,8/22/2026,F,Z,353,0.22,31.64,,5.35,,86.53,,49.67,,4.57,,7.0,,12.34,,14.83,,30.0,60.0,35.98833,-112.12056,6570
292301,EIGHT MILE DRAW,8/22/2026,F,Z,607,0.0,83.48,,31.37,,124.3,,134.88,,2.88,,4.49,,7.76,,8.95,,30.0,60.0,33.65064,-104.32139,3626
20107,MOUNT LOGAN,8/22/2026,F,Z,157,0.5,44.5,,14.46,,103.99,,85.51,,5.12,,6.13,,9.21,,11.35,,94.24,100.88,36.35306,-113.19917,7605
20108,OLAF KNOLLS,8/22/2026,F,Z,632,0.02,84.7,,21.19,,136.21,,116.47,,2.81,,3.6,,5.91,,7.7,,30.0,60.0,36.50725,-113.81589,2974
291501,MOUNTAINAIR,8/22/2026,F,Z,472,0.08,59.71,,16.52,,98.83,,89.07,,4.15,,6.66,,10.61,,12.44,,30.0,60.0,34.52081,-106.26269,6593
55522384,TANKS,8/22/2026,F,Z,306,0.29,48.27,,19.43,,90.26,,93.4,,5.14,,6.81,,11.52,,13.68,,30.0,60.0,33.67314,-110.57431,5801
20212,DRY PARK,8/22/2026,F,Z,100,0.68,41.02,,12.79,,88.17,,76.24,,5.54,,7.41,,11.42,,14.04,,149.98,136.35,36.45308,-112.23819,8700
20220,LINDBERGH HILL,8/22/2026,F,Z,400,0.46,41.24,,12.79,,96.23,,78.22,,5.33,,6.9,,10.32,,12.32,,80.59,92.2,36.28556,-112.07861,8800
292105,SEVILLETA,8/22/2026,F,Z,558,0.0,66.8,,17.12,,103.81,,93.87,,3.76,,6.18,,10.18,,11.51,,30.0,60.0,34.35844,-106.6895,5246
20117,HURRICANE,8/22/2026,F,Z,412,0.18,70.57,,23.71,,113.16,,113.32,,3.73,,5.16,,8.65,,10.6,,30.0,60.0,36.69908,-113.20731,5445
55522315,MIDNIGHT,8/22/2026,F,Z,72,0.83,27.77,,11.19,,59.18,,59.48,,7.18,,10.91,,16.57,,16.94,,197.38,166.51,36.77819,-105.34131,10815
20118,HAVASU,8/22/2026,F,Z,657,0.0,86.64,,17.37,,129.98,,104.56,,2.63,,3.85,,6.93,,8.69,,30.0,60.0,34.80758,-114.53456,475
20114,BLACK ROCK,8/22/2026,F,Z,198,0.4,37.85,,8.82,,108.68,,69.47,,4.63,,5.59,,8.6,,11.18,,60.96,79.7,36.79436,-113.75056,7224
292013,MOGOLLON,8/22/2026,F,Z,165,0.39,45.26,,13.29,,95.09,,80.4,,5.02,,7.26,,10.7,,12.32,,56.93,77.14,33.39064,-108.80819,7602
20501,IRON SPRINGS,8/22/2026,F,Z,384,0.22,40.47,,9.0,,97.12,,67.85,,4.82,,6.43,,10.26,,12.86,,30.0,60.0,34.59361,-112.51139,5385
293003,MESCAL,8/22/2026,F,Z,217,0.32,39.18,,9.97,,85.1,,65.33,,4.97,,7.07,,12.16,,15.49,,36.38,64.06,33.15803,-105.76881,6227
291901,MELROSE RANGE,8/22/2026,F,Z,654,0.0,79.0,,27.82,,118.57,,124.83,,3.14,,4.84,,8.43,,9.78,,30.0,60.0,34.28422,-103.71497,4263
292103,BOSQUE,8/22/2026,F,Z,670,0.0,58.99,,11.91,,104.84,,79.68,,3.5,,6.2,,9.97,,11.52,,30.0,60.0,33.82064,-106.88169,4523
20606,TONTO BASIN,8/22/2026,F,Z,603,0.0,60.49,,21.34,,119.37,,107.98,,3.53,,4.89,,7.98,,9.48,,30.0,60.0,33.86861,-111.31333,2414
20301,HEBER,8/22/2026,F,Z,225,0.29,31.29,,8.11,,80.54,,58.72,,5.93,,8.11,,12.6,,14.9,,30.0,60.0,34.39778,-110.56444,6635
291202,PECOS,8/22/2026,F,Z,70,0.19,55.13,,23.77,,90.4,,99.65,,5.01,,7.8,,11.56,,13.08,,30.0,60.0,35.54558,-105.49439,8229
292102,CHUPADERA,8/22/2026,F,Z,519,0.01,71.57,,23.82,,109.61,,112.26,,3.68,,5.56,,9.45,,10.74,,30.0,60.0,33.77294,-106.0985,5580
20113,NIXON FLATS,8/22/2026,F,Z,307,0.26,43.93,,10.6,,92.54,,71.14,,4.65,,6.41,,11.59,,13.82,,30.0,60.0,36.38833,-113.15806,6500
291101,MILLS CANYON,8/22/2026,F,Z,540,0.09,61.61,,22.74,,98.32,,101.82,,4.46,,7.35,,9.95,,11.88,,30.0,60.0,36.05453,-104.32511,5881
55522257,DUTCH KID,8/22/2026,F,Z,115,0.28,46.13,,13.17,,81.82,,73.34,,5.04,,7.05,,12.9,,15.81,,30.0,60.0,35.12931,-112.28219,6505
292012,DATIL,8/22/2026,F,Z,178,0.5,22.08,,10.09,,77.9,,51.29,,6.24,,9.73,,12.88,,14.36,,92.15,99.55,34.29256,-107.768,8431
293105,QUEEN,8/22/2026,F,Z,367,0.05,69.6,,23.52,,117.32,,114.88,,3.82,,5.15,,7.88,,9.69,,30.0,60.0,32.20361,-104.69031,5642
290202,COYOTE,8/22/2026,F,Z,216,0.35,21.35,,9.73,,58.86,,54.26,,8.4,,12.95,,14.49,,14.02,,47.17,70.92,36.07333,-106.65739,8704
293004,COSMIC,8/22/2026,F,Z,71,0.84,29.45,,8.59,,87.51,,60.8,,6.04,,7.31,,11.63,,13.78,,199.84,168.08,32.77925,-105.81989,9172
20115,MOSS BASIN,8/22/2026,F,Z,399,0.27,60.31,,17.89,,101.38,,93.86,,4.46,,5.51,,10.06,,12.71,,30.0,60.0,35.03397,-113.89406,5920
20312,HOPI,8/22/2026,F,Z,476,0.07,68.29,,18.85,,99.96,,96.36,,3.91,,6.15,,10.66,,12.24,,30.0,60.0,35.86292,-110.61495,5579
293104,CAPROCK,8/22/2026,F,Z,493,0.0,72.73,,28.83,,121.62,,128.43,,3.63,,5.17,,7.55,,8.78,,30.0,60.0,32.92728,-103.85689,4167
292008,SLAUGHTER,8/22/2026,F,Z,22,0.65,34.06,,18.23,,72.75,,81.84,,6.63,,9.12,,13.57,,15.63,,139.0,129.36,34.06056,-108.44472,8680
21504,BELMONT,8/22/2026,F,Z,693,0.01,68.3,,18.59,,131.59,,107.92,,3.32,,3.97,,6.25,,8.15,,30.0,60.0,33.67411,-112.92281,1813
20121,CIBOLA,8/22/2026,F,Z,749,0.0,83.59,,20.77,,128.97,,113.49,,3.14,,3.82,,6.89,,8.54,,30.0,60.0,33.28,-114.68489,252
20610,RED LAKE,8/22/2026,F,Z,100,0.37,21.19,,3.88,,67.98,,37.38,,5.83,,8.62,,15.18,,17.77,,52.31,74.2,34.18133,-110.78919,6524
55523735,RED CANYON,8/22/2026,F,Z,300,0.27,47.38,,14.98,,90.19,,82.93,,5.06,,8.43,,11.57,,11.78,,30.0,60.0,34.62289,-106.40831,8070
21206,SASABE,8/22/2026,F,Z,610,0.05,41.3,,8.87,,84.79,,63.34,,4.88,,8.89,,12.14,,13.83,,30.0,60.0,31.69169,-111.44811,3500
292001,BEAVERHEAD,8/22/2026,F,Z,183,0.24,35.61,,9.71,,72.98,,61.62,,5.12,,8.33,,14.64,,17.04,,30.0,60.0,33.42353,-108.11019,6750
55523738,T BAR,8/22/2026,F,Z,28,0.58,34.56,,13.06,,67.79,,68.27,,5.99,,8.86,,15.03,,17.76,,117.43,115.64,33.51789,-108.52419,8047
292004,LUNA,8/22/2026,F,Z,264,0.3,43.58,,15.73,,70.33,,75.63,,5.48,,8.4,,15.02,,17.6,,30.67,60.43,33.82289,-108.94311,7088
20608,SAN CARLOS #1,8/22/2026,F,Z,611,0.01,74.59,,25.05,,123.48,,120.47,,3.17,,4.56,,7.48,,9.01,,30.0,60.0,33.37165,-110.45683,2830
21205,EMPIRE,8/22/2026,F,Z,287,0.17,38.57,,7.68,,89.32,,60.7,,4.71,,8.21,,11.13,,13.82,,30.0,60.0,31.78347,-110.64325,4650
293304,LAGUNA,8/22/2026,F,Z,546,0.01,52.59,,14.69,,106.12,,86.83,,4.4,,6.53,,9.72,,10.12,,30.0,60.0,35.05197,-107.42028,5805
20402,PINEY HILL,8/22/2026,F,Z,188,0.36,28.21,,7.68,,86.52,,57.93,,5.91,,9.66,,11.08,,12.41,,49.92,72.68,35.76111,-109.16719,8061
20284,GREENBASE,8/22/2026,F,Z,229,0.4,38.52,,11.16,,77.17,,66.87,,5.58,,7.66,,13.31,,16.53,,62.09,80.42,35.27619,-112.06325,6923
55523737,SOWATS,8/22/2026,F,Z,161,0.3,50.9,,13.9,,101.41,,84.38,,4.65,,6.34,,9.56,,12.28,,30.0,60.0,36.48242,-112.42281,7038
20401,ALPINE,8/22/2026,F,Z,86,0.66,24.61,,6.58,,74.65,,51.78,,6.53,,8.67,,13.34,,15.46,,141.87,131.19,33.84272,-109.11161,8207
55522344,PINEDALE,8/22/2026,F,Z,260,0.25,35.12,,8.44,,82.9,,60.93,,5.44,,8.55,,12.72,,14.02,,30.0,60.0,34.30617,-110.23661,6461
55523718,CEDAR RIDGE,8/22/2026,F,Z,330,0.13,55.35,,12.92,,111.95,,85.56,,4.12,,5.71,,8.6,,10.29,,30.0,60.0,32.59872,-110.76231,4735
21105,TRAIL CABIN,8/22/2026,F,Z,419,0.16,50.11,,12.33,,102.26,,78.72,,4.21,,6.38,,9.89,,11.7,,30.0,60.0,33.26478,-109.36789,6250
290210,TRUCHAS,8/22/2026,F,Z,249,0.17,44.52,,15.85,,80.16,,80.19,,5.69,,8.33,,13.63,,14.25,,30.0,60.0,36.059,-105.7695,8353
20209,FLAGSTAFF,8/22/2026,F,Z,289,0.37,34.08,,8.45,,84.76,,61.73,,5.45,,7.66,,11.99,,14.34,,52.02,74.01,35.14111,-111.6725,6903
20226,PARIA POINT,8/22/2026,F,Z,402,0.24,41.4,,9.18,,107.62,,71.73,,4.63,,5.88,,9.22,,10.62,,30.0,60.0,36.72753,-111.822,7106
290702,JEMEZ,8/22/2026,F,Z,315,0.24,31.09,,14.02,,81.5,,75.88,,6.94,,8.48,,12.34,,13.87,,30.0,60.0,35.84114,-106.61969,8248
20503,VERDE,8/22/2026,F,Z,557,0.06,20.29,,5.96,,91.41,,54.62,,6.86,,6.98,,9.56,,11.78,,30.0,60.0,34.54917,-111.84417,3101
290307,WILD RIVERS,8/22/2026,F,Z,521,0.0,41.31,,15.28,,77.94,,78.25,,6.13,,10.95,,12.46,,13.67,,30.0,60.0,36.69469,-105.66872,7530
